web-scraper-order,web-scraper-start-url,Types_habits,Prix,Adresse,Image_lien,Image_lien-href
"1739226162-1","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble mardi gras","10 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-mardi-gras-5171755"
"1739226162-2","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour enfant de 1ans jusqua 15ans","7 000CFA","Colobane, Dakar, Sénégal","favorite_border10jours","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-de-1ans-jusqua-15ans-5116396"
"1739226162-3","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","1 000CFA","Sicap foire, Dakar, Sénégal","favorite_border23jours","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-5141487"
"1739226162-4","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Mbao, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-5130020"
"1739226162-5","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Mbao, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-5129146"
"1739226162-6","https://sn.coinafrique.com/categorie/vetements-enfants","Genouillère anti-dérapante en coton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/genouillere-anti-derapante-en-coton-5120586"
"1739226162-7","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour enfant","8 000CFA","Colobane, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-5071417"
"1739226162-8","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","1 000CFA","Colobane, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-5106688"
"1739226162-9","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","1 000CFA","Colobane, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-5106673"
"1739226162-10","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","1 000CFA","Colobane, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-5106669"
"1739226162-11","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","1 000CFA","Colobane, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-5106661"
"1739226162-12","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson pour enfant","8 000CFA","Colobane, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfant-5058990"
"1739226162-13","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson pour enfants 100% coton 3 ans 9ans","8 000CFA","Colobane, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-100-coton-3-ans-9ans-5046861"
"1739226162-14","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson  pour enfants 3ans à 10ans","8 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-3ans-a-10ans-5046278"
"1739226162-15","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson coton pour enfants de 1ans 8ans","8 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-coton-pour-enfants-de-1ans-8ans-5046169"
"1739226162-16","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson pour enfants 4ans à 15ans","8 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-4ans-a-15ans-5046164"
"1739226162-17","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson pour enfants de 4ans à 12ans","8 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-de-4ans-a-12ans-5046160"
"1739226162-18","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson pour enfants 1ans 5 ans","5 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-1ans-5-ans-5046156"
"1739226162-19","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson pour enfants 3 ans à 8 ans","8 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-3-ans-a-8-ans-5045455"
"1739226162-20","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble Pul Enfants","18 000CFA","Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pul-enfants-5081973"
"1739226162-21","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble costumes enfants","25 000CFA","Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-costumes-enfants-5081958"
"1739226162-22","https://sn.coinafrique.com/categorie/vetements-enfants","robe princesse 10ans","6 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-10ans-5079189"
"1739226162-23","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour enfant cotton","6 000CFA","Colobane, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-cotton-5028888"
"1739226162-24","https://sn.coinafrique.com/categorie/vetements-enfants","Maillots enfants sénégal","10 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-enfants-senegal-5054255"
"1739226162-25","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon pour enfant 14ans 15ans","4 000CFA","Colobane, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-pour-enfant-14ans-15ans-4976513"
"1739226162-26","https://sn.coinafrique.com/categorie/vetements-enfants","Lot pyjamas enfant 6/8 ans","11 000CFA","Almadies, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/vetements-enfants/lot-pyjamas-enfant-6-8-ans-5014321"
"1739226162-27","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble veste garçon 5 pièces","28 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-garcon-5-pieces-5010327"
"1739226162-28","https://sn.coinafrique.com/categorie/vetements-enfants","Costume enfant","28 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/vetements-enfants/costume-enfant-5010301"
"1739226162-29","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements   pour enfant","10 000CFA","Colobane, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfant-4961200"
"1739226162-30","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour enfant","10 000CFA","Colobane, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-4961210"
"1739226162-31","https://sn.coinafrique.com/categorie/vetements-enfants","Robes de fête","Prix sur demande","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/vetements-enfants/robes-de-fete-5002636"
"1739226162-32","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour enfant 0ans jusqua 15ans","6 000CFA","Colobane, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-0ans-jusqua-15ans-4957241"
"1739226162-33","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfants-4991997"
"1739226162-34","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon enfants","6 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfants-4945928"
"1739226162-35","https://sn.coinafrique.com/categorie/vetements-enfants","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4931868"
"1739226162-36","https://sn.coinafrique.com/categorie/vetements-enfants","Veste Jacadi","12 000CFA","Almadies, Dakar, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/vetements-enfants/veste-jacadi-4931211"
"1739226162-37","https://sn.coinafrique.com/categorie/vetements-enfants","Veste Softshell","14 000CFA","Almadies, Dakar, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/vetements-enfants/veste-softshell-4931208"
"1739226162-38","https://sn.coinafrique.com/categorie/vetements-enfants","Peignoirs enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/vetements-enfants/peignoirs-enfants-4866825"
"1739226162-39","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","12 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4910319"
"1739226162-40","https://sn.coinafrique.com/categorie/vetements-enfants","Serviette de bain pour bébé","4 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/vetements-enfants/serviette-de-bain-pour-bebe-4861240"
"1739226162-41","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère bébé de 0- 24 mois","1 500CFA","Point E, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-de-0-24-mois-4877415"
"1739226162-42","https://sn.coinafrique.com/categorie/vetements-enfants","Body pour bébé de 0-24mois","750CFA","Point E, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/body-pour-bebe-de-0-24mois-4877371"
"1739226162-43","https://sn.coinafrique.com/categorie/vetements-enfants","Robe pour fille","4 500CFA","Medina, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-fille-4886076"
"1739226162-44","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fille","22 800CFA","Medina, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-4885783"
"1739226162-45","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements de garçon","2 500CFA","Medina, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-de-garcon-4885328"
"1739226162-46","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour garçon","4 500CFA","Medina, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-garcon-4885315"
"1739226162-47","https://sn.coinafrique.com/categorie/vetements-enfants","Pyjama enfant en coton","2 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/pyjama-enfant-en-coton-4882618"
"1739226162-48","https://sn.coinafrique.com/categorie/vetements-enfants","Cuissards","210CFA","Medina, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/cuissards-4881948"
"1739226162-49","https://sn.coinafrique.com/categorie/vetements-enfants","Slips pour enfants","7 500CFA","Colobane, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/slips-pour-enfants-4811384"
"1739226162-50","https://sn.coinafrique.com/categorie/vetements-enfants","Robe princesse","17 500CFA","HLM, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-4804290"
"1739226162-51","https://sn.coinafrique.com/categorie/vetements-enfants","Robes princesse","17 500CFA","HLM, Dakar, Sénégal","favorite_border6mois","https://sn.coinafrique.com/annonce/vetements-enfants/robes-princesse-4804282"
"1739226162-52","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble 3  pièces","15 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-4788092"
"1739226162-53","https://sn.coinafrique.com/categorie/vetements-enfants","Robe brodé","10 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brode-4787486"
"1739226162-54","https://sn.coinafrique.com/categorie/vetements-enfants","Couverture bébé","4 000CFA","Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/couverture-bebe-4782346"
"1739226162-55","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","9 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4773123"
"1739226162-56","https://sn.coinafrique.com/categorie/vetements-enfants","Robe anniversaire ou cérémonie","15 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-anniversaire-ou-ceremonie-4775997"
"1739226162-57","https://sn.coinafrique.com/categorie/vetements-enfants","Robe pour anniversaire ou cérémonie","15 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-anniversaire-ou-ceremonie-4775993"
"1739226162-58","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble 5 pieces","6 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-5-pieces-4775968"
"1739226162-59","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère 0 - 9 mois","5 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-0-9-mois-4775960"
"1739226162-60","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bas large fille 10 - 14 ans","12 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-large-fille-10-14-ans-4775932"
"1739226162-61","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble coton fille","5 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-coton-fille-4775892"
"1739226162-62","https://sn.coinafrique.com/categorie/vetements-enfants","Robe brodé","15 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brode-4775889"
"1739226162-63","https://sn.coinafrique.com/categorie/vetements-enfants","Robe en coton 9 - 24 mois","5 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-en-coton-9-24-mois-4775887"
"1739226162-64","https://sn.coinafrique.com/categorie/vetements-enfants","Robe coton fille 2 - 5 ans","6 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-coton-fille-2-5-ans-4775884"
"1739226162-65","https://sn.coinafrique.com/categorie/vetements-enfants","Robes brodé","10 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/robes-brode-4775869"
"1739226162-66","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bas","5 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-4775865"
"1739226162-67","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bas","5 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-4775846"
"1739226162-68","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","Prix sur demande","Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4783648"
"1739226162-69","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","5 000CFA","Colobane, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4730553"
"1739226162-70","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","8 000CFA","HLM, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4770789"
"1739226162-71","https://sn.coinafrique.com/categorie/vetements-enfants","Slip enfant","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/vetements-enfants/slip-enfant-4766856"
"1739226162-72","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Colobane, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4750299"
"1739226162-73","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4743643"
"1739226162-74","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfant","12 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4683616"
"1739226162-75","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfants","15 000CFA","Cambérène, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1739226162-76","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfants","10 000CFA","Cambérène, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1739226162-77","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfants","12 500CFA","Cambérène, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1739226162-78","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble 3 pièces enfants","10 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1739226162-79","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","6 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1739226162-80","https://sn.coinafrique.com/categorie/vetements-enfants","Slips pour enfants 2 - 8 ans","6 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/slips-pour-enfants-2-8-ans-4668016"
"1739226162-81","https://sn.coinafrique.com/categorie/vetements-enfants","Vetement  enfants","10 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1739226162-82","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","6 000CFA","Cambérène, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1739226162-83","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble petit garçon","9 000CFA","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petit-garcon-4709506"
"1739226162-84","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble crop top","12 000CFA","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-crop-top-4709483"
"1739226162-85","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble maillot de bain","9 000CFA","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-maillot-de-bain-4709459"
"1739226162-86","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfants","10 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1739226162-87","https://sn.coinafrique.com/categorie/vetements-enfants","Robes en basin enfants","10 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/robes-en-basin-enfants-4667140"
"1739226162-88","https://sn.coinafrique.com/categorie/vetements-enfants","Robes basine et brodé enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/robes-basine-et-brode-enfant-4667139"
"1739226162-89","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant basin et brodé","10 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-basin-et-brode-4667136"
"1739226162-90","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1739226162-91","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble robe enfants","5 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-4659695"
"1739226162-92","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","5 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1739226162-93","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour enfants","5 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-4659694"
"1739226162-94","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalons enfant","6 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/pantalons-enfant-4659691"
"1739226162-95","https://sn.coinafrique.com/categorie/vetements-enfants","Robe Turquie  enfants","7 000CFA","Colobane, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-turquie-enfants-4653806"
"1739226162-96","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfant","6 000CFA","Colobane, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4651640"
"1739226162-97","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble 3 pièces  enfants","20 000CFA","Colobane, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4651598"
"1739226162-98","https://sn.coinafrique.com/categorie/vetements-enfants","Vetements enfant","10 000CFA","Colobane, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4645364"
"1739226162-99","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfant","13 000CFA","Colobane, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4645145"
"1739226162-100","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble  enfants","13 000CFA","Colobane, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4643810"
"1739226162-101","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","5 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4686601"
"1739226162-102","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","4 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4686597"
"1739226162-103","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","3 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4686588"
"1739226162-104","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","1 700CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4686576"
"1739226162-105","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","1 500CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4686563"
"1739226162-106","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfant","18 000CFA","Colobane, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4639600"
"1739226162-107","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfant","15 000CFA","Colobane, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4639590"
"1739226162-108","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","9 500CFA","Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4677506"
"1739226162-109","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfants","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4676613"
"1739226162-110","https://sn.coinafrique.com/categorie/vetements-enfants","Silip enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/silip-enfants-4672209"
"1739226162-111","https://sn.coinafrique.com/categorie/vetements-enfants","Pack Jelleba pour enfant","15 000CFA","Mbao, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/pack-jelleba-pour-enfant-4655936"
"1739226162-112","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfant","5 000CFA","Colobane, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4608935"
"1739226162-113","https://sn.coinafrique.com/categorie/vetements-enfants","Robe femme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-femme-4652500"
"1739226162-114","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fille","15 000CFA","Medina, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-4651732"
"1739226162-115","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","favorite_border11mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600870"
"1739226162-116","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","favorite_border11mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600864"
"1739226162-117","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","favorite_border11mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600865"
"1739226162-118","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","favorite_border11mois","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600868"
