web-scraper-order,web-scraper-start-url,Types_habits,Prix,Adresse,Image_lien,Image_lien-href
"1739226162-206","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants 3 piéces","12 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3-pieces-4172007"
"1739226162-207","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-4168633"
"1739226162-208","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-4168626"
"1739226162-209","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-turquie-4167331"
"1739226162-210","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants Turquie","18 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-turquie-4167321"
"1739226162-211","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-turquie-4167311"
"1739226162-212","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4166510"
"1739226162-213","https://sn.coinafrique.com/categorie/vetements-enfants","Survetmemt pour enfants","1 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/survetmemt-pour-enfants-4165543"
"1739226162-214","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans baladeurs enfant","7 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-baladeurs-enfant-4157493"
"1739226162-215","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-4153017"
"1739226162-216","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4153014"
"1739226162-217","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4154892"
"1739226162-218","https://sn.coinafrique.com/categorie/vetements-enfants","Emsemble coton enfants","8 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-coton-enfants-4154884"
"1739226162-219","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","9 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4154876"
"1739226162-220","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-pour-enfants-garcon-4154870"
"1739226162-221","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans pour enfants filles","7 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-pour-enfants-filles-4154864"
"1739226162-222","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-pour-enfants-garcon-4154867"
"1739226162-223","https://sn.coinafrique.com/categorie/vetements-enfants","Robe pour enfants","10 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-4154854"
"1739226162-224","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4187195"
"1739226162-225","https://sn.coinafrique.com/categorie/vetements-enfants","Cole pour enfants","2 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/cole-pour-enfants-4126921"
"1739226162-226","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement  enfant","Prix sur demande","HLM, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4158777"
"1739226162-227","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4158775"
"1739226162-228","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4158770"
"1739226162-229","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","5 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4117238"
"1739226162-230","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","8 000CFA","HLM, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4150089"
"1739226162-231","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","10 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4101121"
"1739226162-232","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfants","Prix sur demande","HLM, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4111932"
"1739226162-233","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","5 000CFA","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4065291"
"1739226162-234","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4060125"
"1739226162-235","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4044065"
"1739226162-236","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","10 000CFA","Sicap foire, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4083613"
"1739226162-237","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","4 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4083084"
"1739226162-238","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4042129"
"1739226162-239","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4042132"
"1739226162-240","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4038305"
"1739226162-241","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement friperie enfant","6 000CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-friperie-enfant-4072975"
"1739226162-242","https://sn.coinafrique.com/categorie/vetements-enfants","Greniers enfants","1 000CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/greniers-enfants-4072974"
"1739226162-243","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4072973"
"1739226162-244","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie peignoir enfants","3 000CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-peignoir-enfants-4072972"
"1739226162-245","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie enfants","6 000CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4072971"
"1739226162-246","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","8 500CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4034624"
"1739226162-247","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","8 000CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4033667"
"1739226162-248","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4033672"
"1739226162-249","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4028243"
"1739226162-250","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","1 000CFA","Almadies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4061049"
"1739226162-251","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","1 000CFA","Almadies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4061042"
"1739226162-252","https://sn.coinafrique.com/categorie/vetements-enfants","Fliperies enfants","500CFA","Almadies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/fliperies-enfants-4061027"
"1739226162-253","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","3 000CFA","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4054351"
"1739226162-254","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4011467"
"1739226162-255","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4010007"
"1739226162-256","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson enfant","Prix sur demande","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-3997872"
"1739226162-257","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson enfant","Prix sur demande","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-3996986"
"1739226162-258","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3992649"
"1739226162-259","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3993222"
"1739226162-260","https://sn.coinafrique.com/categorie/vetements-enfants","T-shirts enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/t-shirts-enfants-3985573"
"1739226162-261","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","7 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3980382"
"1739226162-262","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble velours enfant","7 500CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-velours-enfant-3981018"
"1739226162-263","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble en velours","7 500CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-en-velours-3980114"
"1739226162-264","https://sn.coinafrique.com/categorie/vetements-enfants","Habits enfants","3 000CFA","Bambey, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-4010206"
"1739226162-265","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3963440"
"1739226162-266","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3963439"
"1739226162-267","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant friperie","1 000CFA","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-friperie-4000087"
"1739226162-268","https://sn.coinafrique.com/categorie/vetements-enfants","Pull enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/pull-enfant-friperie-4000076"
"1739226162-269","https://sn.coinafrique.com/categorie/vetements-enfants","Maillots Sénégal enfants","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-senegal-enfants-3991237"
"1739226162-270","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble Robe enfants","28 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-3990865"
"1739226162-271","https://sn.coinafrique.com/categorie/vetements-enfants","Costume garçon","27 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/costume-garcon-3990863"
"1739226162-272","https://sn.coinafrique.com/categorie/vetements-enfants","Costume garçon","28 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/costume-garcon-3990860"
"1739226162-273","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3981315"
"1739226162-274","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfant","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3933191"
"1739226162-275","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements friperies  enfant","Prix sur demande","Colobane, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperies-enfant-3968398"
"1739226162-276","https://sn.coinafrique.com/categorie/vetements-enfants","Maillots Sénégal enfant","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-senegal-enfant-3954905"
"1739226162-277","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","8 500CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3913283"
"1739226162-278","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3913279"
"1739226162-279","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles pull  enfants","4 000CFA","Cambérène, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-pull-enfants-3941399"
"1739226162-280","https://sn.coinafrique.com/categorie/vetements-enfants","Polo pour enfants","8 500CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/polo-pour-enfants-3883008"
"1739226162-281","https://sn.coinafrique.com/categorie/vetements-enfants","Robes  enfant","9 000CFA","Medina, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3919617"
"1739226162-282","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","10 000CFA","Medina, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3919579"
"1739226162-283","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillères","2 000CFA","Medina, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/grenouilleres-3919556"
"1739226162-284","https://sn.coinafrique.com/categorie/vetements-enfants","Polos enfants","5 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/polos-enfants-3913936"
"1739226162-285","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère","7 500CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-3913465"
"1739226162-286","https://sn.coinafrique.com/categorie/vetements-enfants","Coffret nouveaux née","10 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/coffret-nouveaux-nee-3913427"
"1739226162-287","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble Robe Turquie","11 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-turquie-3913424"
"1739226162-288","https://sn.coinafrique.com/categorie/vetements-enfants","Peignoir bébé","9 000CFA","HLM, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/peignoir-bebe-3861861"
"1739226162-289","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles enfants","7 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfants-3899030"
"1739226162-290","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","6 500CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3899029"
"1739226162-291","https://sn.coinafrique.com/categorie/vetements-enfants","Accessoires et vetements bébé","Prix sur demande","HLM, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/accessoires-et-vetements-bebe-3858243"
"1739226162-292","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble  3 pièces enfants","16 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-3895855"
"1739226162-293","https://sn.coinafrique.com/categorie/vetements-enfants","Barboteuse","6 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/barboteuse-3874861"
"1739226162-294","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon","5 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-3874843"
"1739226162-295","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","16 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3886071"
"1739226162-296","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3836735"
"1739226162-297","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","5 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3829807"
"1739226162-298","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","5 500CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3826455"
"1739226162-299","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé fille","3 000CFA","Keur Massar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-fille-3871259"
"1739226162-300","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","3 000CFA","Keur Massar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3871253"
"1739226162-301","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","5 500CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3818666"
"1739226162-302","https://sn.coinafrique.com/categorie/vetements-enfants","Costumes héros","Prix sur demande","Almadies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/costumes-heros-3862904"
"1739226162-303","https://sn.coinafrique.com/categorie/vetements-enfants","Robe d’anniversaire fille","10 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-danniversaire-fille-3853493"
"1739226162-304","https://sn.coinafrique.com/categorie/vetements-enfants","Robe d’anniversaire fille","7 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-danniversaire-fille-3853488"
"1739226162-305","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bandeaux chaussettes","1 500CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bandeaux-chaussettes-3813301"
"1739226162-306","https://sn.coinafrique.com/categorie/vetements-enfants","Barboteuse","5 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/barboteuse-3813274"
"1739226162-307","https://sn.coinafrique.com/categorie/vetements-enfants","Boubou bazin riche","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-bazin-riche-3808232"
"1739226162-308","https://sn.coinafrique.com/categorie/vetements-enfants","Dessous enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/dessous-enfants-3848809"
"1739226162-309","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","3 000CFA","HLM, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3841152"
"1739226162-310","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","6 000CFA","HLM, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3841108"
"1739226162-311","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3831624"
"1739226162-312","https://sn.coinafrique.com/categorie/vetements-enfants","Habits enfants","3 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-3785558"
"1739226162-313","https://sn.coinafrique.com/categorie/vetements-enfants","Robe petite fille","8 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-petite-fille-3785563"
"1739226162-314","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans enfants","8 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfants-3785562"
"1739226162-315","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","8 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3785559"
"1739226162-316","https://sn.coinafrique.com/categorie/vetements-enfants","Habits enfants","7 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-3785557"
"1739226162-317","https://sn.coinafrique.com/categorie/vetements-enfants","Robe d'été enfants","2 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-dete-enfants-3825327"
"1739226162-318","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles enfants","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfants-3778201"
"1739226162-319","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3775607"
"1739226162-320","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3799617"
"1739226162-321","https://sn.coinafrique.com/categorie/vetements-enfants","Costume garçon  - 4 pièces","27 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/costume-garcon-4-pieces-3795696"
"1739226162-322","https://sn.coinafrique.com/categorie/vetements-enfants","Maillots Sénégal  enfant","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-senegal-enfant-3794471"
"1739226162-323","https://sn.coinafrique.com/categorie/vetements-enfants","Protège-tête","Prix sur demande","Patte d'oie, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/protege-tete-3794079"
"1739226162-324","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","8 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754887"
"1739226162-325","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","7 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754885"
"1739226162-326","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","8 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754884"
"1739226162-327","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","8 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754882"
"1739226162-328","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","5 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3753646"
"1739226162-329","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant","12 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3753641"
